arc_uid,source,target,interior_flag,edge_uid,child_block_uid,parent_block_uid,leftrightflag,street_uid
4576427,16862,14942,0,7230300,1154866,16520,R,83926
3146969,18303,19212,0,4305966,1000278,16634,L,113598
3146969,19212,18303,0,4305967,1000276,16675,R,113598
2047782,14637,14545,0,1618677,318986,17545,L,189781
2047782,14545,14637,0,1618676,319011,17545,R,189781
2058087,13424,11269,0,1612189,317490,17181,L,50960
2058087,11269,13424,0,1612038,755235,17181,R,50960
2048529,18216,14628,0,1634180,319183,17608,L,62762
2048529,14628,18216,0,1619160,1174790,16598,R,62762
2023516,16310,15880,0,1585186,311400,17622,L,98033
2023516,15880,16310,0,1584476,311305,17622,R,98033
2051593,7591,15276,0,2746107,1195274,16916,L,0
2051593,15276,7591,0,2746108,1195274,16916,R,0
2056600,22704,5635,0,1628884,808725,16295,L,254736
2056600,5635,22704,0,1628883,1040549,16291,R,254736
2040282,15238,19018,0,1608589,316370,17304,R,290526
2040282,19018,15238,0,1608590,316345,17302,L,290526
4123147,6912,1683,0,6522053,879022,16252,L,272884
4123147,1683,6912,0,6522054,1205228,16252,R,272884
4194941,5388,12454,1,6617181,1000654,16284,L,124950
4194941,12454,5388,1,6617182,1000654,16284,R,124950
4704521,18950,22530,0,7547052,1029045,16244,L,119733
4704521,22530,18950,0,7547053,1029044,16244,R,119733
830349,5165,11552,0,3219618,552710,17578,L,98997
830349,11552,5165,0,3219617,552759,17578,R,98997
4701498,1507,14102,0,7582716,1029313,17609,L,154250
4701498,14102,1507,0,7582717,1029312,17448,R,154250
4699847,20959,21265,0,7523176,1029416,16302,L,377751
4699847,21265,20959,0,7523177,321547,16269,R,377751
2121130,12382,7164,0,1906690,339746,16316,L,57595
4579577,17160,2079,0,7226387,552677,17578,L,296879
4579577,2079,17160,0,7226388,552710,17578,R,296879
4576054,15717,16041,0,8270404,1154950,16972,L,97096
4576054,16041,15717,0,8270405,1154950,16972,R,97096
4606047,3462,283,0,8539437,1000405,17611,L,184963
4606047,283,3462,0,8539438,874538,17611,R,184963
2051995,4301,10791,0,8539741,799400,16806,L,293024
2051995,10791,4301,0,8539742,799400,16806,R,293024
2053765,2661,9894,0,1645256,1174585,16760,R,123790
2053765,9894,2661,0,1645259,1006702,16714,L,123790
4242234,14465,10984,0,6679182,909977,17059,L,479140
4242234,10984,14465,0,6679181,909980,17043,R,479140
4704696,8821,7695,0,7547824,1028992,16540,L,162837
4704696,7695,8821,0,7547825,339454,16540,R,162837
5035892,7516,3217,0,8229040,1067377,17620,L,255733
5035892,3217,7516,0,8229041,1029279,17617,R,255733
4599944,9458,2216,0,7272108,1147500,17269,L,98646
4599944,2216,9458,0,7272109,1154917,17268,R,98646
4581474,9308,10811,0,7225772,319129,16595,L,200823
4581474,10811,9308,0,7225771,804716,16596,R,200823
4307604,22389,3553,0,6827823,1028714,16564,L,367776
4307604,3553,22389,0,6827824,339390,16552,R,367776
5579597,17362,4363,0,9597391,1174749,16614,R,627063
5579597,4363,17362,0,9597390,1174748,16614,L,627063
5581449,2588,3567,0,9601946,1043616,16834,L,511837
5581449,3567,2588,0,9601947,1086973,16899,R,511837
3498965,20884,14141,0,5262922,320547,16964,R,331718
3498965,14141,20884,0,5263539,1043611,16958,L,331718
2050200,7328,13178,0,1621997,319782,16781,L,119344
2050200,13178,7328,0,1621996,319718,16612,R,119344
625225,4784,16804,0,3288637,952499,17394,L,55934
625225,16804,4784,0,3288636,561922,17394,R,55934
2038133,3751,9580,0,8268191,315599,17276,R,339105
2038133,9580,3751,0,8268190,315336,17327,L,339105
4576129,6715,20193,0,7238387,1005037,16850,L,425039
4576129,20193,6715,0,7238388,997007,17070,R,425039
4584320,21064,7511,0,7232261,851782,17303,L,127851
4584320,7511,21064,0,7232262,316474,17305,R,127851
5866421,10777,12825,1,10574070,1201432,16501,L,641584
5866421,12825,10777,1,10574071,1201432,16501,R,641584
5566532,1032,17320,0,9564634,1153822,16334,L,623679
5566532,17320,1032,0,9564635,1153821,16334,R,623679
5902013,2110,943,0,10663736,1210461,16490,L,335979
5902013,943,2110,0,10663737,1210457,16490,R,335979
2056564,7964,13044,0,1637502,321471,16327,L,85407
2056564,13044,7964,0,1637512,321546,16267,R,85407
4711788,10553,9709,1,7574995,1028750,16465,R,0
4711788,9709,10553,1,7574994,1028750,16465,L,0
4576502,8858,19500,0,8273496,320262,16693,L,64636
4576502,19500,8858,0,8273497,1005048,16688,R,64636
3147566,3075,11218,0,4307787,321279,16255,R,52883
3147566,11218,3075,0,4307786,715042,16255,L,52883
2045775,22003,19594,0,1615723,318356,17187,L,312602
2045775,19594,22003,0,1615722,318306,17187,R,312602
2056292,1351,20082,0,1628612,321453,16326,L,82724
2056292,20082,1351,0,1628587,321469,16326,R,82724
786621,16722,16026,0,3214894,551572,16234,L,404532
786621,16026,16722,0,3214892,764287,16234,R,404532
4584526,21256,7010,0,7223441,999160,16459,L,421218
4584526,7010,21256,0,7223442,999160,16459,R,421218
3310185,21673,16157,0,4542122,999124,16672,L,400054
3310185,16157,21673,0,4542121,718633,16666,R,400054
2046060,592,21478,0,1616208,1000303,16824,L,93972
2046060,21478,592,0,1616206,318397,16817,R,93972
2033891,20653,21742,1,1601456,1174772,17517,L,122745
2033891,21742,20653,1,1601457,1174772,17517,R,122745
2039270,7642,3466,0,1607262,316023,17286,L,141963
2039270,3466,7642,0,1607260,316056,17350,R,141963
4584554,7615,14069,0,7229947,999015,16503,L,266859
4584554,14069,7615,0,7229948,785303,16503,R,266859
4578079,18117,7815,0,7239953,790728,17087,L,246945
4578079,7815,18117,0,7239954,997441,17087,R,246945
3659366,20263,18188,1,5905070,844747,16234,L,404532
3659366,18188,20263,1,5905071,844747,16234,R,404532
2043851,6980,17010,0,1612680,317521,16823,L,194025
2043851,17010,6980,0,1612679,317668,16813,R,194025
2053563,2296,17989,0,1626170,320779,16479,R,308549
2053563,17989,2296,0,1626058,320699,16444,L,308549
4579954,3351,12965,0,7240237,314342,17398,L,212927
4579954,12965,3351,0,7240238,1174780,17409,R,212927
4163898,9849,17152,0,6571007,1086922,17290,L,261947
4163898,17152,9849,0,6571008,1174826,17377,R,261947
245654,13175,20562,0,3214734,1056829,16236,L,149637
245654,20562,13175,0,3214656,551591,16236,R,149637
2051885,16777,6665,0,1623908,784240,16804,R,266799
2051885,6665,16777,0,1624263,1005046,16811,L,266799
2023593,22395,19699,0,1585319,311410,17616,L,222093
2023593,19699,22395,0,1585318,1040528,17616,R,222093
3147294,20255,22746,0,4306430,1004942,16710,L,262474
3147294,22746,20255,0,4306431,1067597,16765,R,262474
3754305,9966,5816,0,6023778,319883,16581,R,193209
3754305,5816,9966,0,6023745,319842,16593,L,193209
2043975,11874,12060,0,1612917,317690,17156,R,281198
2043975,12060,11874,0,1612918,317671,17156,L,281198
2033656,6577,22862,0,1633006,314340,17496,L,332773
2033656,22862,6577,0,1633005,314361,17601,R,332773
2056746,17733,15436,0,1632122,321585,16411,L,378250
2056746,15436,17733,0,1637703,321568,16430,R,378250
2022786,6988,22151,0,1585106,311755,16241,L,372606
2022786,22151,6988,0,1585105,311723,16241,R,372606
2022177,14061,18102,0,1585259,311225,17614,L,105987
2022177,18102,14061,0,1585258,311224,17618,R,105987
812109,10418,18320,0,3219416,552383,17414,L,63828
812109,18320,10418,0,3219415,764637,17415,R,63828
786395,18447,4938,0,3219059,741773,17470,R,387751
786395,4938,18447,0,3219061,552296,17470,L,387751
4609225,19674,19919,0,7296460,1154874,17175,L,375422
4609225,19919,19674,0,7296461,316767,17175,R,375422
4581138,17702,1302,0,7232622,1154773,16848,R,287222
4581138,1302,17702,0,7232621,1154772,17090,L,287222
786570,2426,21020,1,3214814,818238,16234,R,69509
786570,21020,2426,1,3214815,818238,16234,L,69509
4577628,14678,5501,0,7239185,804751,17190,R,408513
4577628,5501,14678,0,7239186,318252,17195,L,408513
2052884,13553,13553,0,1645199,320591,16701,L,110442
2052884,13553,13553,0,1645198,1000240,16745,R,110442
4582144,14091,2514,0,7241034,1174840,16742,R,276946
4582144,2514,14091,0,7241033,1174840,16742,L,276946
4175946,1279,16393,0,6588388,892605,16552,R,292054
4175946,16393,1279,0,6588387,892606,16552,L,292054
2049072,10710,17570,0,1620421,319432,16674,R,232678
2049072,17570,10710,0,1620422,319373,16634,L,232678
3498789,10388,8198,0,5263091,1174302,16241,L,261978
3498789,8198,10388,0,5263700,874648,16241,R,261978
2057487,19062,17930,0,1629582,321780,16282,L,398102
2057487,17930,19062,0,1629583,321752,16282,R,398102
2039537,10552,22890,0,1607617,316115,17283,L,60151
2039537,22890,10552,0,1607616,316145,17283,R,60151
2045718,22331,16827,0,1615634,1043391,16778,L,292081
2045718,16827,22331,0,1615633,318284,16778,R,292081
4605649,4921,16676,0,7288796,1154417,16686,L,333732
4605649,16676,4921,0,7288797,1154417,16686,R,333732
2039306,2974,18331,0,1607210,316010,17336,L,69297
2039306,18331,2974,0,1607279,316062,17336,R,69297
248029,9763,11314,0,3214687,551713,16233,L,366713
248029,11314,9763,0,3214686,551715,16233,R,366713
4578393,7635,3978,0,7223638,1174805,17264,L,404838
4578393,3978,7635,0,7223637,1174805,17264,R,404838
3564217,6565,5866,0,5525226,798411,17485,R,303835
3564217,5866,6565,0,5525227,798416,17485,L,303835
3941053,9116,19855,0,6280833,866299,17457,L,171933
3941053,19855,9116,0,6280834,1000614,17457,R,171933
2040960,21913,10011,0,1632286,1154902,17296,R,405635
2040960,10011,21913,0,1632285,316571,17296,L,405635
4045925,14564,3379,0,6422871,873764,16481,L,368740
4045925,3379,14564,0,6422872,873765,16441,R,368740
2050175,15146,19299,0,1621953,319760,16610,L,515519
2050175,19299,15146,0,1621987,319761,16610,R,515519
2047745,21097,9157,0,1632183,1004894,16600,L,398611
2047745,9157,21097,0,1618644,318998,16600,R,398611
4576407,7094,4612,0,7230944,1004907,17109,R,0
4576407,4612,7094,0,7230943,1004907,17109,L,0
2055975,1541,22618,0,1645270,1076967,16311,L,197340
2055975,22618,1541,0,1628322,321384,16311,R,197340
3808064,7794,20508,0,6101645,755220,17476,L,207813
3808064,20508,7794,0,6101653,996774,17468,R,207813
4578791,7570,10433,0,7241477,1043578,17280,L,338935
4578791,10433,7570,0,7241478,1043578,17280,R,338935
2037962,21622,20953,1,1605647,315651,17610,R,330558
2037962,20953,21622,1,1605648,315651,17610,L,330558
4582126,21838,8812,0,7223861,1000229,16646,L,221485
4582126,8812,21838,0,7223862,1000229,16646,R,221485
4584920,2280,3652,0,7221480,1043547,16515,R,301516
4584920,3652,2280,0,7221479,1154893,16517,L,301516
3308768,11690,3618,0,4540361,741843,17328,L,205388
3308768,3618,11690,0,4540362,1210591,17328,R,205388
2046950,8268,1972,0,1617518,318692,16603,L,176617
2046950,1972,8268,0,1617517,318752,16603,R,176617
4580137,22256,11504,0,7228435,1205115,17369,L,290361
4580137,11504,22256,0,7228436,1154921,17267,R,290361
2050511,9081,21466,1,1622313,841463,16549,L,390566
2050511,21466,9081,1,1622369,841463,16549,R,390566
4575627,12150,6301,0,7222215,1000214,16314,L,88520
4575627,6301,12150,0,7222216,1000213,16264,R,88520
2051646,19382,2097,0,1623944,320201,16739,L,158890
2051646,2097,19382,0,1623943,320148,16635,R,158890
3626398,5154,1054,0,5844999,791205,17473,L,188101
3626398,1054,5154,0,5845002,791212,17473,R,188101
2038513,7880,16078,0,1606291,315796,17276,R,343937
2038513,16078,7880,0,1606292,315779,17276,L,343937
4577550,1090,14806,0,7234017,1043434,16782,L,314807
4577550,14806,1090,0,7234018,1195251,16652,R,314807
4579341,6649,22794,0,7239737,1201381,17423,L,0
4579341,22794,6649,0,7239738,1201381,17423,R,0
4208509,9737,21336,0,6637933,905176,16889,L,205046
4208509,21336,9737,0,6637934,905174,16889,R,205046
4123240,13752,22793,0,6522215,1028806,16402,L,353908
4123240,22793,13752,0,6522216,881879,16402,R,353908
2049299,9009,20248,0,1620768,319520,16613,R,51406
2049299,20248,9009,0,1620769,1043423,16613,L,51406
2055602,11617,14012,0,1635232,321285,16440,L,422063
2055602,14012,11617,0,1635233,321301,16440,R,422063
4163430,15366,13007,0,6570357,825459,16995,L,176897
4163430,13007,15366,0,6570358,317417,16995,R,176897
2048319,5599,21723,0,1619340,319128,16842,L,148380
2048319,21723,5599,0,1619339,319148,16921,R,148380
3754307,20796,7244,0,6023751,319922,16581,L,309953
3754307,7244,20796,0,6023784,319842,16593,R,309953
2047277,1486,16814,0,1617959,956190,16923,L,357278
2047277,16814,1486,0,1617958,956190,16923,R,357278
223808,8661,12718,1,3218099,842116,17414,L,417898
223808,12718,8661,1,3218098,842116,17414,R,417898
2025878,13177,2651,0,1587372,312157,17615,L,248883
2025878,2651,13177,0,1587371,974462,17615,R,248883
4045924,14564,21856,0,6422869,873763,16481,L,157373
4045924,21856,14564,0,6422870,873764,16481,R,157373
2037295,5418,17166,0,1633240,781500,17328,L,77365
2037295,17166,5418,0,1633239,315466,17328,R,77365
4577470,14561,887,0,7235987,1005107,17586,L,0
4577470,887,14561,0,7235988,1005107,17586,R,0
4601157,8008,20613,0,7275912,1077718,17357,L,127851
4601157,20613,8008,0,7275913,1000379,17357,R,127851
2046923,15931,4353,0,1617478,318707,16846,L,208167
2046923,4353,15931,0,1617477,318687,16846,R,208167
2119191,18906,23096,0,1907985,339537,50146,R,155098
2119191,23096,18906,0,1907986,909077,50145,L,155098
4577427,4628,17371,0,7229223,318640,16949,L,0
4577427,17371,4628,0,7229224,318640,16949,R,0
4608705,3668,13290,0,7295319,321798,16393,R,377329
4608705,13290,3668,0,7295318,807431,16394,L,377329
2046820,12361,1755,0,1617321,318673,16630,L,201321
2046820,1755,12361,0,1617320,318684,16632,R,201321
4173781,18210,8841,0,6586287,891914,16410,L,336167
4173781,8841,18210,0,6586288,891908,16465,R,336167
2047052,20813,17269,0,1617645,318775,17563,R,287498
2047052,17269,20813,0,1617646,318772,17563,L,287498
719319,13520,22775,0,3218922,842289,17486,L,461204
719319,22775,13520,0,3218912,552331,17487,R,461204
2056318,4151,3808,0,1638775,321482,16399,L,397970
2056318,3808,4151,0,1638773,321470,16399,R,397970
2038063,5796,3374,0,1605601,315581,17275,L,74653
2038063,3374,5796,0,1605766,315642,17275,R,74653
2046308,19812,524,0,1616538,318448,16968,L,201321
2046308,524,19812,0,1616612,1000298,16849,R,201321
2120255,12735,21259,0,1908188,339474,16552,L,604265
2120255,21259,12735,0,1908187,339478,16552,R,604265
2052752,22072,21123,0,1625018,320469,16571,L,158658
2052752,21123,22072,0,1625358,1056771,16504,R,158658
4585388,7442,5865,0,7226097,999432,17280,L,142340
4585388,5865,7442,0,7226098,997609,17282,R,142340
2044620,9319,18767,0,1613877,317946,17194,L,373104
2044620,18767,9319,0,1613269,317804,17153,R,373104
2046772,22631,21059,0,1617208,318597,16847,R,91720
2046772,21059,22631,0,1617255,318690,16846,L,91720
2040505,4485,228,1,1638179,316365,17291,L,376667
2040505,228,4485,1,1638178,316365,17291,R,376667
3991899,4596,18729,1,6348266,1042136,50152,R,96276
3991899,18729,4596,1,6348265,1042136,50152,L,96276
3311717,7625,8930,0,4539188,1042140,50147,R,252362
3311717,8930,7625,0,4539187,1042140,50147,L,252362
4576283,21484,14834,0,7236275,1067774,16515,R,336609
4576283,14834,21484,0,7236276,1067774,16515,L,336609
4612431,10844,14811,0,7302654,915171,16918,L,25645
4612431,14811,10844,0,7302655,997145,17135,R,25645
4582351,13233,15722,0,7223265,851487,16373,L,377623
4582351,15722,13233,0,7223266,321184,16373,R,377623
3781243,5332,1079,0,6063235,780752,16491,L,403550
3781243,1079,5332,0,6063236,780764,16491,R,403550
2041891,2365,14674,0,2744983,1210581,17301,L,0
2041891,14674,2365,0,2744984,1210581,17301,R,0
2057407,18062,3394,1,1639443,793472,16312,L,308339
2057407,3394,18062,1,1639442,793472,16312,R,308339
4575454,9943,13728,0,7226633,1042111,16372,L,0
4575454,13728,9943,0,7226634,1042111,16372,R,0
4583025,14274,22771,0,7241325,947816,17205,L,367747
4583025,22771,14274,0,7241326,1154846,17184,R,367747
3659344,18188,5806,0,5905040,844747,16234,L,287933
3659344,5806,18188,0,5905041,764286,16234,R,287933
4152722,15437,6450,0,6553570,873229,16569,R,286146
4152722,6450,15437,0,6553569,873222,16496,L,286146
2052812,12784,1323,0,1625505,320557,16681,L,375320
2052812,1323,12784,0,1625433,320568,16682,R,375320
2036439,11609,12455,0,1633463,315181,17478,L,364818
2036439,12455,11609,0,1633464,315228,17478,R,364818
4584111,4015,12350,0,7234261,1077707,17328,L,175317
4584111,12350,4015,0,7234262,846225,17272,R,175317
2046751,10158,1755,0,1617231,318684,16632,L,220012
2046751,1755,10158,0,1617230,1086760,16632,R,220012
4194944,13421,2489,0,6617187,996334,16330,L,415380
4194944,2489,13421,0,6617188,1000654,16284,R,415380
3311325,10090,2736,0,7286952,715119,16322,L,194051
3311325,2736,10090,0,7286953,1000650,16322,R,194051
4607051,2715,9212,0,7291786,312168,17618,L,231217
4607051,9212,2715,0,7291787,999005,17618,R,231217
4579838,17150,21805,0,7223997,311613,17629,L,138635
4579838,21805,17150,0,7223998,311595,17629,R,138635
2119862,2010,4988,0,1907025,886118,16543,R,150743
2119862,4988,2010,0,1907026,339360,16543,L,150743
2056494,7600,7168,0,1628785,321518,16450,L,115260
2056494,7168,7600,0,1628784,918867,16450,R,115260
2047258,10198,16814,0,1617966,318819,16923,L,110018
2047258,16814,10198,0,1617965,956190,16923,R,110018
4049707,12886,19653,0,6428817,876933,17113,L,101707
4049707,19653,12886,0,6428818,1153823,17112,R,101707
2057123,1229,9085,0,1629364,321693,16298,L,403230
2057123,9085,1229,0,1629363,321666,16298,R,403230
2042969,2598,2769,0,1611362,317313,17251,R,274679
2042969,2769,2598,0,1611363,317291,17251,L,274679
4582734,19171,9072,0,7230223,742379,16552,L,472383
233250,8585,12121,0,3215059,1153660,17579,R,25645
233250,12121,8585,0,3215060,925883,17579,L,25645
3310166,18760,16075,0,8248307,319626,16917,R,86280
3310166,16075,18760,0,8248306,1071973,16917,L,86280
5173977,18743,7593,0,8540397,1174836,17132,L,97096
5173977,7593,18743,0,8540398,1174836,17132,R,97096
4699848,20711,14175,0,7523178,1029418,16302,L,557968
4699848,14175,20711,0,7523179,1029417,16302,R,557968
4206298,11228,2562,0,6634809,1004970,16232,L,472383
2050804,13732,1641,0,8543381,319876,16512,L,162813
2050804,1641,13732,0,8543382,319957,16492,R,162813
4582164,21951,14546,0,8342738,1006702,16714,L,123790
4582164,14546,21951,0,8342739,1006702,16714,R,123790
3146649,11491,5568,0,8539153,784299,17087,L,233922
3146649,5568,11491,0,8539154,784300,17087,R,233922
2058057,11491,15330,0,8539151,784300,17087,L,246945
2058057,15330,11491,0,8539152,798832,16872,R,246945
4585282,1138,4030,0,8539889,1005037,16850,L,65867
4585282,4030,1138,0,8539890,1086985,16852,R,65867
4606711,11049,6479,1,7291164,956254,16239,L,212073
4606711,6479,11049,1,7291165,956254,16239,R,212073
4174865,9565,10413,0,10278940,896434,17441,R,281750
4174865,10413,9565,0,10278939,1195253,17441,L,281750
5118327,9589,1184,0,8408937,1201171,16342,L,266673
5118327,1184,9589,0,8408938,1210267,16250,R,266673
2040267,8745,15637,0,8557595,316341,17240,L,195759
2040267,15637,8745,0,8557596,316372,17240,R,195759
3147093,18544,2214,1,4307434,1005042,16577,L,319502
3147093,2214,18544,1,4307435,1005042,16577,R,319502
5261360,21558,8751,0,8741084,1118937,17051,L,603838
5261360,8751,21558,0,8741083,1114069,17051,R,603838
4579782,16342,3837,0,7222968,1040534,16237,R,523529
4579782,3837,16342,0,7222967,1033117,16237,L,523529
5537409,2298,17761,0,9486916,799400,16806,L,407498
5537409,17761,2298,0,9486917,851183,16735,R,407498
3308465,7085,16835,0,4539973,947929,17467,L,312810
3308465,16835,7085,0,4539974,811607,17466,R,312810
904604,8107,3295,0,3220201,874330,17495,L,95656
904604,3295,8107,0,3220203,552232,17495,R,95656
2043703,16272,15893,0,1640316,317574,17175,L,370209
2043703,15893,16272,0,1640314,1086886,17159,R,370209
